resonance_rad (um),t (s),Eigenfrequency (Hz),"Velocity, X component (m^4/s)","Velocity, Y component (m^4/s)","Velocity, Z component (m^4/s)",Velocity magnitude (m^4/s),1 (m^3)
20,6.42,3.45E+06,-1.4074E-35+1.1243E-34i,3.1519E-33-1.9540E-33i,-2.8016E-33+5.6904E-34i,9.08E-31,5.82E-14
20,6.42,3.70E+06,1.2908E-34-1.4015E-34i,9.8248E-33-3.4736E-31i,1.3119E-32-3.4645E-31i,5.20E-31,5.82E-14
20,6.42,4.65E+06,3.4830E-32+2.0398E-31i,-5.9459E-34+1.8604E-34i,1.0293E-33-9.0418E-34i,1.26E-30,5.82E-14
20,6.42,5.02E+06,3.5375E-34+5.2928E-34i,-2.6113E-34-6.1722E-34i,5.7983E-34+7.3677E-36i,7.04E-31,5.82E-14
20,6.42,5.26E+06,3.6339E-34-5.2801E-34i,-1.9878E-31+3.3426E-33i,1.9922E-31-2.1502E-33i,9.53E-31,5.82E-14
20,6.42,5.89E+06,3.3040E-34-5.3739E-34i,-1.6903E-32+6.0955E-32i,-1.9005E-32+5.7122E-32i,1.05E-30,5.82E-14
20,6.42,6.05E+06,4.3101E-34-2.2037E-34i,-8.7234E-32-9.2954E-32i,8.6016E-32+9.2529E-32i,1.01E-30,5.82E-14
20,6.42,6.34E+06,6.0770E-35-2.3357E-34i,-7.2382E-32-1.2187E-33i,7.4344E-32+1.5171E-33i,1.02E-30,5.82E-14
20,6.42,1.02E+07,-2.3855E-33+6.4646E-35i,-3.1889E-32-2.5544E-31i,-1.7295E-32-2.6138E-31i,4.72E-31,5.82E-14
20,6.42,1.03E+07,2.2025E-33-8.7081E-33i,1.5631E-31-4.4245E-32i,-9.9242E-32-2.9608E-32i,8.89E-31,5.82E-14
20,6.42,1.03E+07,1.2099E-33+8.8009E-33i,-3.4796E-32-7.5618E-32i,-4.7885E-32-8.5862E-32i,8.79E-31,5.82E-14
20,6.42,1.04E+07,1.7285E-32-2.3579E-31i,-9.3601E-33+5.3334E-34i,-1.8747E-33-2.4815E-33i,9.50E-31,5.82E-14
20,6.42,1.05E+07,7.4243E-33+7.5409E-33i,-4.9565E-33-8.5219E-33i,-2.5153E-33-9.8526E-33i,9.43E-31,5.82E-14
20,6.42,1.06E+07,-5.4066E-33-1.6029E-34i,-2.6747E-33+6.1796E-34i,1.1037E-33+3.8135E-34i,6.16E-31,5.82E-14
20,6.42,1.09E+07,-1.9262E-32+1.0949E-32i,4.3626E-34+6.1762E-33i,-1.2450E-33-6.3534E-33i,7.14E-31,5.82E-14
20,6.42,1.09E+07,-2.6124E-32-1.4750E-31i,-8.4812E-33+1.7639E-33i,1.4747E-32-2.3676E-33i,8.23E-31,5.82E-14
20,6.42,1.11E+07,2.5853E-32+1.0178E-31i,-1.7922E-31+1.7297E-32i,1.8725E-31-1.7896E-32i,6.00E-31,5.82E-14
20,6.42,1.11E+07,9.9184E-33-3.3862E-31i,-8.6234E-32-1.5966E-32i,9.0650E-32+1.6324E-32i,7.40E-31,5.82E-14
20,6.42,1.11E+07,-5.4808E-33-7.4998E-33i,3.4223E-32-4.2221E-33i,-3.6840E-32+2.9256E-33i,7.26E-31,5.82E-14
20,6.42,1.11E+07,-1.1609E-32+1.9996E-32i,4.6762E-32+3.8156E-33i,-3.8944E-32-6.8205E-33i,9.02E-31,5.82E-14
20,6.42,1.13E+07,-1.4654E-32-3.8214E-31i,3.8100E-33-1.6808E-33i,-5.9220E-33+1.6331E-33i,7.50E-31,5.82E-14
20,6.42,1.16E+07,-2.2903E-33-9.1976E-35i,1.2342E-34+2.5712E-34i,-6.2812E-34+1.5612E-33i,6.70E-31,5.82E-14
20,6.42,1.21E+07,-1.5121E-33+9.1371E-34i,-5.6725E-34-2.4191E-34i,-3.0201E-34-9.1315E-35i,6.72E-31,5.82E-14
20,6.42,1.23E+07,6.5181E-34+1.3598E-34i,3.4668E-32-2.1153E-32i,3.2469E-32-1.9518E-32i,4.92E-31,5.82E-14
20,6.42,1.28E+07,3.8068E-32-3.3783E-32i,8.2120E-35+2.8629E-34i,-4.7581E-34-1.3820E-34i,3.82E-31,5.82E-14
20,6.42,1.33E+07,-4.3357E-34+3.4045E-35i,3.2177E-33-9.6169E-35i,-5.0404E-33-6.9365E-34i,3.98E-31,5.82E-14
20,6.42,1.35E+07,-1.8169E-34-3.9422E-34i,1.1009E-34-6.8716E-34i,-3.4951E-34+5.2319E-34i,6.48E-31,5.82E-14
20,6.42,1.41E+07,-7.9881E-35+9.4603E-35i,1.6525E-32-1.2221E-32i,-6.6119E-34-7.9447E-33i,2.27E-31,5.82E-14
20,6.42,1.41E+07,6.7717E-35+2.2427E-35i,-8.2405E-33+6.3356E-33i,-2.3766E-32-1.9104E-33i,3.04E-31,5.82E-14
20,6.44,3.32E+06,-2.8287E-35+4.5832E-35i,2.7964E-31-1.1715E-32i,-2.8064E-31+9.1909E-33i,5.16E-31,5.82E-14
20,6.44,3.49E+06,-1.2038E-35+9.9269E-35i,1.9577E-33-1.5396E-33i,-1.6578E-33+1.6906E-34i,8.20E-31,5.82E-14
20,6.44,3.70E+06,1.4420E-34-1.4345E-34i,1.0083E-32-3.3210E-31i,1.3164E-32-3.3135E-31i,5.31E-31,5.82E-14
20,6.44,4.74E+06,4.2498E-32+2.0032E-31i,-6.0986E-34+3.2928E-34i,8.9267E-34-9.4791E-34i,1.18E-30,5.82E-14
20,6.44,5.00E+06,6.1664E-34+6.0373E-34i,-4.0550E-34-5.0159E-34i,5.3622E-34-1.0709E-34i,6.79E-31,5.82E-14
20,6.44,5.27E+06,4.0127E-34-5.4737E-34i,-1.8882E-31+3.4177E-33i,1.8935E-31-2.2599E-33i,9.45E-31,5.82E-14
20,6.44,5.85E+06,1.1744E-34+6.2242E-34i,-3.4532E-32-7.2623E-32i,-3.0236E-32-7.1135E-32i,1.12E-30,5.82E-14
20,6.44,6.00E+06,2.5072E-34-4.6483E-34i,-1.2945E-31-2.4215E-32i,1.2830E-31+2.4829E-32i,8.31E-31,5.82E-14
20,6.44,6.31E+06,5.8538E-35-2.3853E-34i,-5.7307E-32-8.6368E-34i,5.9375E-32+1.1465E-33i,9.84E-31,5.82E-14
20,6.44,1.03E+07,-2.6884E-33+6.9925E-35i,-2.3825E-32-2.1912E-31i,-1.0875E-32-2.2033E-31i,4.03E-31,5.82E-14
20,6.44,1.03E+07,3.1536E-33-1.2840E-32i,1.4259E-31-3.7306E-32i,-1.1513E-31-3.2431E-32i,8.77E-31,5.82E-14
20,6.44,1.03E+07,1.2466E-32-2.2956E-31i,-1.1827E-32+4.7636E-33i,6.6987E-34+1.9650E-33i,9.07E-31,5.82E-14
20,6.44,1.04E+07,-7.7478E-33-9.7414E-33i,-2.7945E-32-1.9287E-32i,-4.0784E-32-2.3482E-32i,8.05E-31,5.82E-14
20,6.44,1.05E+07,9.3887E-33+4.4784E-33i,-6.4264E-33-7.9546E-33i,-4.4005E-33-9.3941E-33i,9.45E-31,5.82E-14
20,6.44,1.06E+07,-5.9361E-33+4.2817E-34i,-2.7199E-33+3.4566E-34i,1.1232E-33-8.2036E-36i,6.24E-31,5.82E-14
20,6.44,1.09E+07,-2.0043E-32+1.0631E-32i,2.6528E-34+4.6997E-33i,-1.0735E-33-5.2658E-33i,7.42E-31,5.82E-14
20,6.44,1.09E+07,-2.3821E-32-1.4587E-31i,-4.9867E-33+1.2894E-33i,1.1028E-32-1.8289E-33i,7.80E-31,5.82E-14
20,6.44,1.11E+07,4.5386E-32-3.1615E-31i,2.7396E-32+7.3065E-33i,-2.8394E-32-7.9827E-33i,7.45E-31,5.82E-14
20,6.44,1.11E+07,-6.6006E-33-3.3156E-32i,-1.4589E-31-6.7123E-33i,1.5459E-31+5.7880E-33i,5.57E-31,5.82E-14
20,6.44,1.11E+07,-1.5487E-33+8.8246E-33i,1.1237E-31-4.3326E-32i,-1.1664E-31+4.3886E-32i,7.34E-31,5.82E-14
20,6.44,1.11E+07,-1.1844E-32+2.2968E-32i,1.1152E-31+2.7036E-32i,-1.0958E-31-3.0332E-32i,8.97E-31,5.82E-14
20,6.44,1.13E+07,-1.5412E-32-3.7926E-31i,4.1327E-33-1.8449E-33i,-6.0775E-33+1.8210E-33i,6.79E-31,5.82E-14
20,6.44,1.16E+07,-2.9223E-33-4.6186E-34i,1.6227E-34+1.4541E-34i,-7.3989E-34+1.6373E-33i,6.84E-31,5.82E-14
20,6.44,1.21E+07,-1.2501E-33+1.3354E-33i,-7.4252E-34-4.2501E-35i,-4.5518E-34+5.8833E-35i,6.60E-31,5.82E-14
20,6.44,1.23E+07,4.5677E-34+1.9479E-35i,2.4756E-32-1.8198E-32i,2.3325E-32-1.6925E-32i,3.45E-31,5.82E-14
20,6.44,1.28E+07,3.8321E-32-3.5798E-32i,4.7004E-35+2.6970E-34i,-5.0150E-34-9.8726E-35i,3.83E-31,5.82E-14
20,6.44,1.33E+07,-4.4370E-34+3.3402E-35i,5.6447E-33-1.2975E-34i,-7.5282E-33-6.1167E-34i,3.94E-31,5.82E-14
20,6.44,1.36E+07,-1.9686E-34-3.6472E-34i,9.3891E-35-6.8158E-34i,-3.5143E-34+6.0084E-34i,6.54E-31,5.82E-14
20,6.44,1.41E+07,-4.1361E-35+7.0166E-35i,6.0112E-33-1.2086E-32i,2.7667E-33-1.0385E-32i,1.37E-31,5.82E-14
20,6.44,1.41E+07,-4.4812E-36+3.7760E-35i,8.6786E-33+6.8317E-33i,-2.5711E-32+3.7393E-33i,3.25E-31,5.82E-14
20,6.46,3.31E+06,-2.9835E-35+4.1923E-35i,2.6625E-31-1.1389E-32i,-2.6708E-31+9.0516E-33i,5.16E-31,5.82E-14
20,6.46,3.52E+06,-7.6065E-36+6.9577E-35i,1.0576E-33-1.0506E-33i,-8.5899E-34-4.0363E-35i,5.84E-31,5.82E-14
20,6.46,3.70E+06,1.5719E-34-1.4732E-34i,1.0859E-32-3.1650E-31i,1.3741E-32-3.1589E-31i,5.40E-31,5.82E-14
20,6.46,4.83E+06,5.7342E-32+1.9357E-31i,-5.9146E-34+4.8782E-34i,7.3311E-34-1.0226E-33i,1.16E-30,5.82E-14
20,6.46,4.99E+06,1.3142E-33-7.8427E-35i,-6.2410E-34+2.0427E-35i,2.5923E-34-4.4312E-34i,6.47E-31,5.82E-14
20,6.46,5.28E+06,4.0932E-34-5.2080E-34i,-1.6439E-31+3.0986E-33i,1.6497E-31-2.0490E-33i,8.63E-31,5.82E-14
20,6.46,5.81E+06,-1.2996E-34+5.1380E-34i,1.4317E-33-8.1340E-32i,4.2152E-33-7.8570E-32i,8.76E-31,5.82E-14
20,6.46,5.95E+06,2.5474E-34-5.2121E-34i,-1.3489E-31-1.5613E-32i,1.3390E-31+1.6523E-32i,8.04E-31,5.82E-14
20,6.46,6.29E+06,5.6761E-35-2.4366E-34i,-4.2719E-32-6.6209E-34i,4.4879E-32+9.3393E-34i,9.48E-31,5.82E-14
20,6.46,1.03E+07,-2.8264E-33+2.7380E-35i,-1.7460E-32-1.6299E-31i,-8.8989E-33-1.6149E-31i,3.06E-31,5.82E-14
20,6.46,1.03E+07,5.9298E-33-2.4750E-32i,1.3075E-31-2.6732E-32i,-1.2503E-31-2.9505E-32i,8.66E-31,5.82E-14
20,6.46,1.03E+07,-7.4616E-33-2.2507E-31i,-1.9140E-32+6.9252E-33i,4.3447E-33+2.0533E-34i,8.75E-31,5.82E-14
20,6.46,1.04E+07,-3.1833E-33+1.5014E-33i,-2.9443E-33+3.2754E-33i,-8.6424E-33+1.3533E-32i,7.44E-31,5.82E-14
20,6.46,1.05E+07,1.0344E-32-6.4910E-34i,-8.9256E-33-5.6605E-33i,-7.5262E-33-7.3213E-33i,8.85E-31,5.82E-14
20,6.46,1.06E+07,-6.2830E-33+9.7271E-34i,-2.7955E-33+2.1861E-35i,1.1615E-33-4.5438E-34i,6.36E-31,5.82E-14
20,6.46,1.09E+07,-2.0806E-32+1.0472E-32i,1.6571E-34+3.6088E-33i,-9.7190E-34-4.5985E-33i,7.70E-31,5.82E-14
20,6.46,1.09E+07,-2.3492E-32-1.4657E-31i,-2.6679E-33+9.7765E-34i,8.4968E-33-1.5285E-33i,7.30E-31,5.82E-14
20,6.46,1.10E+07,4.6064E-32-2.8683E-31i,1.3722E-32+3.4522E-33i,-1.4359E-32-4.0025E-33i,7.66E-31,5.82E-14
20,6.46,1.11E+07,-1.3261E-32-1.5579E-32i,-5.4911E-32-4.4434E-33i,6.4449E-32+9.9449E-34i,9.41E-31,5.82E-14
20,6.46,1.11E+07,-3.2369E-33+5.2214E-33i,-1.0660E-32-7.6233E-33i,1.1854E-32+7.1366E-33i,6.08E-31,5.82E-14
20,6.46,1.12E+07,3.8763E-33-2.3040E-32i,-2.3123E-31-7.3032E-33i,2.3923E-31+9.0663E-33i,8.31E-31,5.82E-14
20,6.46,1.13E+07,-1.9143E-32-3.7255E-31i,4.5824E-33-2.0772E-33i,-6.3733E-33+2.0929E-33i,6.34E-31,5.82E-14
20,6.46,1.16E+07,-3.7122E-33-1.0159E-33i,2.2932E-34+9.5045E-36i,-9.0425E-34+1.7215E-33i,6.97E-31,5.82E-14
20,6.46,1.21E+07,-6.4555E-34+1.7962E-33i,-7.7568E-34+2.6341E-34i,-4.7823E-34+2.7714E-34i,6.37E-31,5.82E-14
20,6.46,1.24E+07,2.8336E-34-3.6129E-36i,1.6925E-32-1.1555E-32i,1.6012E-32-1.0796E-32i,2.20E-31,5.82E-14
20,6.46,1.28E+07,3.7005E-32-3.9052E-32i,1.6233E-35+2.5359E-34i,-5.2971E-34-3.6265E-35i,3.87E-31,5.82E-14
20,6.46,1.33E+07,-4.3070E-34+4.5046E-35i,7.6505E-33-4.8607E-34i,-9.5086E-33-1.1106E-34i,3.69E-31,5.82E-14
20,6.46,1.36E+07,-2.0574E-34-3.3632E-34i,7.5347E-35-6.7139E-34i,-3.5151E-34+6.7127E-34i,6.58E-31,5.82E-14
20,6.46,1.42E+07,-2.2366E-35+4.6987E-35i,2.6441E-33-8.8256E-33i,1.6180E-33-8.2140E-33i,9.14E-32,5.82E-14
20,6.46,1.42E+07,-2.9283E-35+4.1157E-35i,1.0500E-32+3.9855E-33i,-1.9993E-32+2.5554E-33i,3.01E-31,5.82E-14
20,6.48,3.31E+06,-3.1493E-35+3.8334E-35i,2.5302E-31-8.0842E-33i,-2.5368E-31+5.9116E-33i,5.22E-31,5.82E-14
20,6.48,3.56E+06,-3.3461E-36+3.6683E-35i,4.5133E-34-5.6838E-34i,-3.5347E-34-9.6989E-35i,3.12E-31,5.82E-14
20,6.48,3.70E+06,1.4268E-34-1.2622E-34i,1.2192E-32-2.5266E-31i,1.4456E-32-2.5223E-31i,4.63E-31,5.82E-14
20,6.48,4.90E+06,6.2220E-32+1.0991E-31i,-2.8320E-34+4.5682E-34i,2.5908E-34-7.3998E-34i,7.72E-31,5.82E-14
20,6.48,4.98E+06,5.5871E-34-2.4166E-33i,-7.9160E-35+5.4642E-34i,-3.0856E-34-3.1057E-34i,6.52E-31,5.82E-14
20,6.48,5.29E+06,2.3446E-34-2.7008E-34i,-7.8798E-32+6.6287E-34i,7.9141E-32-1.2421E-34i,4.36E-31,5.82E-14
20,6.48,5.77E+06,-8.7182E-35+2.5426E-34i,6.3937E-33-4.7903E-32i,7.6719E-33-4.6311E-32i,4.69E-31,5.82E-14
20,6.48,5.90E+06,2.0629E-34-2.9841E-34i,-7.6922E-32-1.8413E-32i,7.6363E-32+1.8973E-32i,4.88E-31,5.82E-14
20,6.48,6.26E+06,4.7888E-35-2.0096E-34i,-2.3196E-32-7.5559E-34i,2.5011E-32+9.9854E-34i,7.46E-31,5.82E-14
20,6.48,1.03E+07,-2.5115E-33+9.6254E-35i,-1.4696E-32-9.0539E-32i,-1.0655E-32-8.9041E-32i,1.78E-31,5.82E-14
20,6.48,1.03E+07,2.6582E-32-1.3129E-31i,8.5640E-32-1.5706E-32i,-1.0409E-31-1.7281E-32i,8.40E-31,5.82E-14
20,6.48,1.03E+07,-6.0960E-32+1.4552E-31i,6.6211E-32+4.3922E-33i,-4.8450E-32-1.8828E-32i,7.19E-31,5.82E-14
20,6.48,1.04E+07,-1.0623E-33+7.2747E-34i,3.0615E-33-7.0907E-33i,2.0853E-33-1.2717E-33i,4.25E-31,5.82E-14
20,6.48,1.05E+07,2.6669E-33-5.0252E-33i,-5.9091E-33+1.6136E-33i,-5.8454E-33+6.0391E-34i,4.30E-31,5.82E-14
20,6.48,1.06E+07,-3.8234E-33+7.7143E-34i,-1.6944E-33-2.4128E-34i,7.2658E-34-5.4162E-34i,3.82E-31,5.82E-14
20,6.48,1.09E+07,-2.1758E-32+1.0239E-32i,8.2316E-35+2.7422E-33i,-8.5804E-34-4.1938E-33i,7.98E-31,5.82E-14
20,6.48,1.09E+07,-3.2248E-32-1.4735E-31i,-9.6355E-34+7.4848E-34i,6.5201E-33-1.6486E-33i,6.77E-31,5.82E-14
20,6.48,1.10E+07,5.9380E-32-2.5378E-31i,9.3120E-33+2.7612E-33i,-1.0085E-32-3.3626E-33i,7.72E-31,5.82E-14
20,6.48,1.11E+07,-1.0637E-32-8.6021E-33i,-1.1795E-32-3.4663E-33i,1.9312E-32+4.7333E-34i,8.06E-31,5.82E-14
20,6.48,1.11E+07,-1.5646E-33+2.0068E-33i,-1.8063E-33-1.8729E-33i,8.9674E-34+1.2469E-33i,2.97E-31,5.82E-14
20,6.48,1.12E+07,2.5738E-33-1.1387E-32i,-1.3114E-31-8.4443E-33i,1.3598E-31+9.3779E-33i,4.74E-31,5.82E-14
20,6.48,1.14E+07,-3.4855E-32-3.6243E-31i,5.1639E-33-2.5568E-33i,-6.8156E-33+2.6665E-33i,6.09E-31,5.82E-14
20,6.48,1.15E+07,-4.3788E-33-2.0013E-33i,3.3630E-34-1.3608E-34i,-1.1647E-33+1.6651E-33i,6.66E-31,5.82E-14
20,6.48,1.21E+07,1.1493E-34+1.3003E-33i,-4.2566E-34+3.6608E-34i,-2.4554E-34+3.1757E-34i,3.91E-31,5.82E-14
20,6.48,1.24E+07,1.3408E-34+5.7108E-36i,9.1955E-33-4.3578E-33i,8.7218E-33-4.0745E-33i,1.08E-31,5.82E-14
20,6.48,1.28E+07,2.3170E-32-4.9989E-32i,4.3894E-35+2.3926E-34i,-5.2852E-34+1.7646E-34i,4.13E-31,5.82E-14
20,6.48,1.33E+07,-2.4633E-34+6.4455E-35i,5.5367E-33-1.2985E-33i,-6.6594E-33+1.1569E-33i,2.11E-31,5.82E-14
20,6.48,1.37E+07,-1.5585E-34-2.0373E-34i,1.2387E-35-4.5412E-34i,-2.1111E-34+5.1865E-34i,4.54E-31,5.82E-14
20,6.48,1.42E+07,-8.6416E-36+2.3791E-35i,7.4373E-34-4.7600E-33i,4.3275E-34-4.5588E-33i,4.69E-32,5.82E-14
20,6.48,1.42E+07,-3.2151E-35+2.9281E-35i,7.6079E-33+2.6278E-33i,-1.3304E-32+1.0883E-33i,2.39E-31,5.82E-14
20,6.5,3.30E+06,-3.9988E-38-3.6949E-38i,6.5336E-36+2.7090E-34i,-4.2565E-36-2.7146E-34i,9.19E-34,5.82E-14
20,6.5,3.59E+06,-8.5949E-38-4.6156E-39i,1.4413E-36+8.6104E-37i,4.1609E-37-6.7281E-37i,8.68E-34,5.82E-14
20,6.5,3.70E+06,-1.5695E-37-1.6919E-37i,-2.7752E-34-4.9491E-36i,-2.7723E-34-7.4186E-36i,7.24E-34,5.82E-14
20,6.5,4.97E+06,-7.2039E-35+1.4051E-35i,-1.3322E-36+1.7671E-37i,7.0577E-37-5.3515E-37i,1.45E-33,5.82E-14
20,6.5,4.97E+06,5.9757E-34+9.6646E-35i,9.1844E-38+2.6362E-36i,-1.6541E-36-3.6860E-36i,3.57E-33,5.82E-14
20,6.5,5.30E+06,3.0187E-37+2.7346E-37i,-2.4743E-36-7.9323E-35i,1.8926E-36+7.9774E-35i,5.64E-34,5.82E-14
20,6.5,5.73E+06,-3.2873E-37-4.4294E-38i,6.8201E-35-1.6854E-36i,6.6481E-35+1.9954E-37i,7.19E-34,5.82E-14
20,6.5,5.86E+06,-4.3242E-37-1.6814E-37i,2.8549E-36+9.3584E-35i,-1.9796E-36-9.3235E-35i,6.59E-34,5.82E-14
20,6.5,6.22E+06,2.3374E-37+5.8417E-38i,7.6006E-37-1.3890E-35i,-1.0811E-36+1.6040E-35i,1.28E-33,5.82E-14
20,6.5,1.03E+07,-3.0988E-36+1.6609E-35i,-2.9563E-34-1.0332E-35i,-2.8686E-34-1.9445E-35i,7.53E-34,5.82E-14
20,6.5,1.03E+07,-4.6148E-34-2.2614E-34i,-1.2232E-35+2.4077E-35i,-3.1955E-35+8.2978E-35i,1.44E-33,5.82E-14
20,6.5,1.03E+07,-5.0666E-35+3.2776E-35i,1.7966E-34+1.5367E-34i,-1.4391E-34-2.0129E-34i,1.46E-33,5.82E-14
20,6.5,1.05E+07,6.7710E-36+1.0291E-35i,-7.7897E-36-4.9905E-36i,-2.1652E-36-6.9206E-36i,1.13E-33,5.82E-14
20,6.5,1.05E+07,9.2333E-37-3.0156E-36i,-2.0467E-35+9.8167E-37i,-1.4226E-35-3.6583E-37i,6.48E-34,5.82E-14
20,6.5,1.06E+07,-2.6190E-36+1.1558E-35i,-3.6549E-36+3.9618E-36i,-1.1856E-36-3.1980E-36i,1.29E-33,5.82E-14
20,6.5,1.09E+07,1.0501E-35+1.2659E-34i,9.7150E-36+3.0877E-36i,-2.0174E-35-2.9431E-36i,3.92E-33,5.82E-14
20,6.5,1.09E+07,-9.3179E-34+2.2677E-34i,2.4550E-36-1.4385E-36i,-8.9846E-36-3.1631E-35i,3.91E-33,5.82E-14
20,6.5,1.10E+07,2.1203E-34-2.5857E-33i,8.1448E-35+9.2665E-36i,-9.4870E-35-1.4639E-35i,8.67E-33,5.82E-14
20,6.5,1.11E+07,3.2948E-35-1.8007E-36i,-2.0998E-36+1.1572E-35i,-7.2728E-36+7.2066E-36i,2.03E-33,5.82E-14
20,6.5,1.11E+07,-9.7350E-37+2.2610E-36i,-2.4096E-36-1.0860E-36i,-6.7199E-37+6.8576E-37i,3.69E-34,5.82E-14
20,6.5,1.12E+07,2.1217E-35+7.3744E-36i,3.5265E-35-2.4140E-34i,-3.7600E-35+2.5040E-34i,8.54E-34,5.82E-14
20,6.5,1.14E+07,1.2759E-33-9.8167E-35i,1.0286E-35+2.2615E-35i,-1.0642E-35-2.8183E-35i,2.25E-33,5.82E-14
20,6.5,1.15E+07,2.9674E-36+1.4944E-35i,-1.4404E-36-4.0826E-37i,5.3765E-36-2.0416E-37i,1.31E-33,5.82E-14
20,6.5,1.21E+07,-7.0294E-36+1.0601E-35i,-5.3129E-36-1.1753E-37i,-3.9136E-36+7.2795E-37i,3.88E-33,5.82E-14
20,6.5,1.24E+07,-1.4761E-37-5.7843E-38i,-1.2249E-35+3.5826E-38i,-1.1626E-35-2.7420E-38i,1.28E-34,5.82E-14
20,6.5,1.28E+07,1.6092E-34-1.6089E-35i,-6.2266E-37+3.2732E-37i,-1.3517E-36-1.0257E-36i,1.14E-33,5.82E-14
20,6.5,1.33E+07,6.5455E-37+9.7789E-38i,-1.7314E-35-2.7544E-36i,1.9852E-35+4.1309E-36i,5.23E-34,5.82E-14
20,6.5,1.38E+07,9.3284E-37-1.3551E-38i,1.3370E-36+1.0720E-36i,-1.1802E-36-1.9756E-36i,1.92E-33,5.82E-14
20,6.5,1.42E+07,-2.9453E-38-7.2493E-39i,6.1986E-36+1.2558E-37i,6.0212E-36-1.3147E-37i,7.73E-35,5.82E-14
20,6.5,1.43E+07,8.8131E-38-1.9215E-38i,-1.0200E-35-8.9535E-36i,2.1341E-35+6.8599E-36i,5.63E-34,5.82E-14
20,6.52,3.30E+06,-3.1057E-35+3.5430E-35i,2.2574E-31-2.0978E-32i,-2.2624E-31+1.9142E-32i,5.50E-31,5.82E-14
20,6.52,3.62E+06,-4.9641E-36+4.0881E-35i,4.2201E-34-7.4569E-34i,-2.3383E-34-3.5312E-34i,3.58E-31,5.82E-14
20,6.52,3.70E+06,1.5683E-34-1.3228E-34i,1.4431E-32-2.2340E-31i,1.6400E-32-2.2317E-31i,4.69E-31,5.82E-14
20,6.52,4.96E+06,-3.5223E-34-1.9009E-33i,-2.1667E-34-4.2750E-34i,2.9644E-34+1.3172E-34i,5.76E-31,5.82E-14
20,6.52,5.03E+06,7.9442E-32+1.0869E-31i,-2.3834E-34+6.4677E-34i,1.2455E-34-8.5902E-34i,8.47E-31,5.82E-14
20,6.52,5.31E+06,2.4808E-34-3.0315E-34i,-6.6776E-32+8.9413E-33i,6.7317E-32-8.4412E-33i,4.36E-31,5.82E-14
20,6.52,5.69E+06,-5.2895E-35+2.7053E-34i,5.1563E-33-6.3437E-32i,6.5425E-33-6.1844E-32i,5.03E-31,5.82E-14
20,6.52,5.81E+06,8.2361E-36-4.7465E-34i,-8.0690E-32+3.5671E-32i,8.0793E-32-3.4802E-32i,5.60E-31,5.82E-14
20,6.52,6.19E+06,6.7051E-35+1.8559E-34i,1.0649E-33-6.4895E-34i,-2.7119E-33+1.4205E-33i,8.20E-31,5.82E-14
20,6.52,1.03E+07,-4.7365E-32-1.7643E-32i,1.7482E-32-9.5253E-32i,1.8737E-32-8.9645E-32i,2.56E-31,5.82E-14
20,6.52,1.03E+07,7.7577E-32-3.2106E-32i,-4.2544E-32-6.7148E-32i,-4.2199E-32-7.0771E-32i,2.95E-31,5.82E-14
20,6.52,1.04E+07,-3.7646E-33+1.5933E-32i,1.2128E-31-1.4435E-34i,-1.2885E-31-2.3587E-32i,8.67E-31,5.82E-14
20,6.52,1.05E+07,4.2400E-33-4.8033E-33i,-5.4765E-33-2.5804E-34i,-5.1490E-33-1.2151E-33i,4.35E-31,5.82E-14
20,6.52,1.05E+07,-1.4338E-34+4.4923E-34i,4.6437E-33-1.5529E-32i,4.1089E-33-1.1326E-32i,3.60E-31,5.82E-14
20,6.52,1.06E+07,-4.2352E-33+2.2568E-33i,-2.2880E-33-4.5135E-34i,7.0863E-34-1.5553E-33i,4.82E-31,5.82E-14
20,6.52,1.09E+07,-2.1825E-32+1.5725E-32i,3.9061E-34+1.3292E-33i,-1.5083E-33-3.6139E-33i,8.60E-31,5.82E-14
20,6.52,1.09E+07,7.0358E-33-1.5201E-31i,9.7320E-34+3.3177E-34i,4.1057E-33+6.4395E-35i,6.25E-31,5.82E-14
20,6.52,1.10E+07,5.4502E-32-1.9895E-31i,5.4233E-33+1.5339E-33i,-6.9344E-33-2.3048E-33i,7.56E-31,5.82E-14
20,6.52,1.11E+07,-1.2097E-32-8.1770E-33i,1.5591E-32-4.8989E-33i,-7.5509E-33-2.9273E-35i,9.91E-31,5.82E-14
20,6.52,1.11E+07,-1.4638E-33-7.2584E-34i,8.1758E-34-2.2447E-33i,-2.4518E-34-1.6212E-33i,1.65E-31,5.82E-14
20,6.52,1.13E+07,-2.9024E-33+1.0992E-32i,1.0574E-31+4.3529E-33i,-1.0975E-31-4.9244E-33i,4.07E-31,5.82E-14
20,6.52,1.14E+07,-2.5047E-32-3.4156E-31i,7.9531E-33-3.4398E-33i,-9.4084E-33+3.5601E-33i,6.12E-31,5.82E-14
20,6.52,1.15E+07,-8.1465E-33-3.0793E-33i,6.5495E-34-8.1204E-34i,-1.2382E-33+2.2521E-33i,6.43E-31,5.82E-14
20,6.52,1.21E+07,-1.3674E-33-7.2143E-34i,-1.0756E-35-6.1453E-34i,-1.0854E-34-4.6804E-34i,3.61E-31,5.82E-14
20,6.52,1.25E+07,1.2461E-34+3.3006E-35i,9.8468E-33-5.9198E-35i,9.3716E-33-8.6663E-36i,9.94E-32,5.82E-14
